Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost
Sub-Saharan Africa,Nigeria,Office Supplies,Online,M,6/6/2013,307693850,22/07/13,2303,651.21,524.96
Sub-Saharan Africa,Senegal,Fruits,Offline,M,1/10/2016,849066197,14/11/16,6411,9.33,6.92
Europe,Ireland,Personal Care,Online,H,13/07/14,904362189,14/08/14,9724,81.73,56.67
Australia and Oceania,Papua New Guinea,Personal Care,Offline,H,18/02/10,625193154,1/3/2010,7402,81.73,56.67
Central America and the Caribbean,Costa Rica,Household,Offline,C,9/10/2011,233482921,28/10/11,1640,668.27,502.54
Asia,Kazakhstan,Clothes,Offline,M,29/07/13,471467816,5/8/2013,6659,109.28,35.84
Central America and the Caribbean,Grenada,Cosmetics,Offline,C,12/7/2014,351696670,28/07/14,3715,437.2,263.33
Europe,Ireland,Household,Online,M,5/9/2014,307030808,22/10/14,6094,668.27,502.54
Sub-Saharan Africa,Tanzania,Vegetables,Online,L,10/5/2011,840644061,21/06/11,4114,154.06,90.93
North America,Greenland,Beverages,Offline,C,9/7/2010,276022756,13/07/10,122,47.45,31.79
Asia,Taiwan,Vegetables,Online,L,1/6/2015,606965720,29/06/15,3500,154.06,90.93
Europe,Bulgaria,Baby Food,Online,L,16/03/15,747584283,4/4/2015,5657,255.28,159.42
Middle East and North Africa,Kuwait,Clothes,Online,H,22/06/11,582302272,13/07/11,5037,109.28,35.84
Sub-Saharan Africa,Ethiopia,Baby Food,Online,C,12/6/2014,515856015,24/07/14,2113,255.28,159.42
Europe,Croatia,Vegetables,Online,L,24/06/16,123294341,20/07/16,4390,154.06,90.93
Middle East and North Africa,Algeria,Beverages,Offline,C,30/12/10,399978578,3/2/2011,1404,47.45,31.79
Sub-Saharan Africa,Tanzania,Cosmetics,Online,H,1/6/2011,611582553,15/06/11,9723,437.2,263.33
Asia,Maldives,Fruits,Offline,M,27/01/17,544092595,22/02/17,7945,9.33,6.92
Central America and the Caribbean,Haiti,Vegetables,Offline,M,6/1/2017,953807532,23/01/17,1699,154.06,90.93
Europe,Cyprus,Meat,Offline,C,29/06/16,417338693,1/7/2016,8648,421.89,364.69
Europe,Latvia,Household,Offline,C,22/06/10,281609904,23/07/10,3484,668.27,502.54
Australia and Oceania,Kiribati,Clothes,Online,M,13/02/10,613857495,1/3/2010,2929,109.28,35.84
Europe,Macedonia,Household,Offline,L,23/04/16,651630294,3/5/2016,739,668.27,502.54
Middle East and North Africa,Oman,Baby Food,Offline,H,4/11/2015,152789628,3/12/2015,2701,255.28,159.42
Asia,Singapore,Personal Care,Offline,C,4/7/2015,745509326,31/07/15,1631,81.73,56.67
Sub-Saharan Africa,Cote d'Ivoire,Snacks,Online,C,4/8/2015,978275716,23/08/15,2379,152.58,97.44
Asia,Turkmenistan,Office Supplies,Offline,C,27/08/13,369887626,8/9/2013,6823,651.21,524.96
Middle East and North Africa,Turkey,Household,Offline,M,25/11/15,759456384,19/12/15,8876,668.27,502.54
Europe,Malta,Cereal,Offline,H,30/08/10,456405818,10/9/2010,9479,205.7,117.11
Sub-Saharan Africa,Seychelles ,Household,Online,C,21/01/10,990472257,6/3/2010,1606,668.27,502.54
Middle East and North Africa,Bahrain,Beverages,Offline,M,29/11/15,361704528,30/12/15,5263,47.45,31.79
Sub-Saharan Africa,Niger,Clothes,Offline,C,17/12/15,690463960,29/01/16,2484,109.28,35.84
Sub-Saharan Africa,Guinea,Vegetables,Offline,L,17/05/10,567424380,27/06/10,2338,154.06,90.93
Sub-Saharan Africa,Equatorial Guinea,Personal Care,Offline,M,14/07/15,903572118,31/08/15,5924,81.73,56.67
Sub-Saharan Africa,Zimbabwe,Vegetables,Online,H,18/10/14,880206000,11/11/2014,1370,154.06,90.93
Europe,Greece,Office Supplies,Online,H,25/04/15,198937356,10/6/2015,8839,651.21,524.96
North America,Greenland,Household,Offline,M,8/12/2013,431690013,2/1/2014,5523,668.27,502.54
Sub-Saharan Africa,Guinea,Personal Care,Offline,L,27/02/16,970700299,5/4/2016,645,81.73,56.67
Sub-Saharan Africa,Madagascar,Beverages,Offline,C,5/3/2017,378517043,24/04/17,459,47.45,31.79
Middle East and North Africa,Tunisia ,Beverages,Online,C,31/03/13,438001573,9/5/2013,3254,47.45,31.79
Asia,Turkmenistan,Fruits,Offline,M,23/01/13,302327716,12/2/2013,4344,9.33,6.92
Europe,Germany,Cereal,Online,L,23/03/11,544981801,15/04/11,1080,205.7,117.11
Middle East and North Africa,Oman,Snacks,Online,M,6/10/2014,909762656,22/10/14,7842,152.58,97.44
Sub-Saharan Africa,Tanzania,Office Supplies,Offline,L,16/08/16,760781610,15/09/16,1039,651.21,524.96
Australia and Oceania,Samoa ,Fruits,Online,L,13/08/14,432462489,16/09/14,4116,9.33,6.92
Sub-Saharan Africa,Zimbabwe,Cosmetics,Offline,M,2/3/2015,779541623,12/3/2015,2544,437.2,263.33
Central America and the Caribbean,Costa Rica,Fruits,Offline,C,4/6/2014,927067840,5/7/2014,8830,9.33,6.92
Sub-Saharan Africa,Comoros,Fruits,Offline,L,2/3/2017,520402467,30/03/17,7509,9.33,6.92
Europe,Poland,Baby Food,Online,M,24/04/10,175219333,19/05/10,149,255.28,159.42
Sub-Saharan Africa,Nigeria,Cosmetics,Online,L,17/02/12,127504765,25/02/12,348,437.2,263.33
Europe,Armenia,Meat,Online,C,12/6/2015,683557593,12/6/2015,8737,421.89,364.69
Asia,Philippines,Meat,Offline,C,28/02/14,869989144,9/4/2014,7976,421.89,364.69
Australia and Oceania,Tuvalu,Household,Online,M,4/8/2014,683723247,5/8/2014,7757,668.27,502.54
North America,Mexico,Fruits,Offline,L,19/07/16,641996228,12/8/2016,9805,9.33,6.92
Sub-Saharan Africa,Ethiopia,Snacks,Offline,H,14/02/17,432356917,21/03/17,2875,152.58,97.44
Europe,Russia,Office Supplies,Online,M,20/06/14,262666642,14/07/14,7751,651.21,524.96
Australia and Oceania,Solomon Islands,Office Supplies,Offline,L,5/8/2011,411099231,26/08/11,2253,651.21,524.96
Europe,Moldova ,Household,Offline,L,26/07/12,776141011,11/8/2012,6228,668.27,502.54
Europe,Hungary,Vegetables,Online,C,3/3/2011,426590812,13/04/11,6556,154.06,90.93
Middle East and North Africa,Qatar,Fruits,Offline,H,19/05/17,751559960,26/06/17,2148,9.33,6.92
Sub-Saharan Africa,Niger,Meat,Offline,L,4/10/2015,510472285,13/11/15,8948,421.89,364.69
Sub-Saharan Africa,Zambia,Meat,Offline,M,16/08/14,783064115,27/09/14,4928,421.89,364.69
Central America and the Caribbean,The Bahamas,Vegetables,Online,H,8/1/2012,919384276,3/2/2012,5093,154.06,90.93
Sub-Saharan Africa,Guinea-Bissau,Fruits,Online,H,14/08/14,789794099,23/09/14,6480,9.33,6.92
Australia and Oceania,New Zealand,Cereal,Online,C,24/03/11,334967410,11/4/2011,3155,205.7,117.11
Europe,Ireland,Cosmetics,Online,C,8/6/2014,915890538,16/06/14,1218,437.2,263.33
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,Online,L,24/05/11,363862311,12/7/2011,3799,47.45,31.79
Europe,Vatican City,Personal Care,Offline,L,14/01/13,630494058,20/02/13,6057,81.73,56.67
Sub-Saharan Africa,The Gambia,Meat,Offline,L,7/6/2012,137709605,19/06/12,187,421.89,364.69
Middle East and North Africa,United Arab Emirates,Clothes,Online,M,15/04/11,527745282,10/5/2011,412,109.28,35.84
Middle East and North Africa,United Arab Emirates,Office Supplies,Offline,C,25/02/16,813149917,12/3/2016,7985,651.21,524.96
Sub-Saharan Africa,Sudan,Meat,Offline,L,7/12/2011,526784837,13/01/12,6194,421.89,364.69
Central America and the Caribbean,Saint Lucia,Beverages,Online,C,6/2/2011,171823871,8/3/2011,5356,47.45,31.79
Australia and Oceania,Marshall Islands,Meat,Online,L,18/01/12,771753346,7/3/2012,7820,421.89,364.69
Central America and the Caribbean,Dominica,Cereal,Offline,L,11/6/2010,720372092,17/07/10,2965,205.7,117.11
Middle East and North Africa,Tunisia ,Cosmetics,Offline,C,5/8/2010,731791436,23/09/10,2203,437.2,263.33
Asia,Brunei,Personal Care,Offline,C,1/2/2014,690435206,2/3/2014,3975,81.73,56.67
Sub-Saharan Africa,Rwanda,Household,Online,C,2/1/2016,101039731,8/2/2016,8757,668.27,502.54
Asia,Singapore,Baby Food,Offline,C,9/4/2016,338653838,26/04/16,4051,255.28,159.42
Asia,Indonesia,Beverages,Offline,L,19/11/15,598638856,17/12/15,9395,47.45,31.79
Europe,Andorra,Household,Offline,M,11/2/2013,146668612,1/3/2013,1357,668.27,502.54
Europe,Hungary,Office Supplies,Online,H,16/11/14,568729436,4/1/2015,8533,651.21,524.96
Middle East and North Africa,Oman,Meat,Online,C,18/03/10,821120154,3/4/2010,6556,421.89,364.69
Central America and the Caribbean,Saint Lucia,Clothes,Offline,C,11/12/2011,380452096,15/01/12,3085,109.28,35.84
Sub-Saharan Africa,Rwanda,Office Supplies,Online,M,15/01/15,593649089,20/01/15,2812,651.21,524.96
Sub-Saharan Africa,Zimbabwe,Cereal,Offline,M,10/7/2015,627947461,19/08/15,2463,205.7,117.11
Europe,Estonia,Clothes,Offline,M,7/4/2014,620896041,19/05/14,5791,109.28,35.84
Europe,Serbia,Cosmetics,Online,L,19/03/13,330356156,14/04/13,8583,437.2,263.33
Asia,Tajikistan,Baby Food,Online,M,2/8/2011,484501636,18/09/11,3656,255.28,159.42
Sub-Saharan Africa,Togo,Clothes,Online,C,27/03/17,531818807,16/04/17,5858,109.28,35.84
Sub-Saharan Africa,Sierra Leone,Baby Food,Offline,L,2/8/2012,891106498,3/8/2012,7070,255.28,159.42
Australia and Oceania,Palau,Cosmetics,Online,H,30/05/11,701476037,9/6/2011,1203,437.2,263.33
Europe,Switzerland,Household,Offline,L,8/3/2017,972351253,9/3/2017,9198,668.27,502.54
Sub-Saharan Africa,Cote d'Ivoire,Household,Online,H,26/09/11,533468472,12/11/2011,4031,668.27,502.54
Middle East and North Africa,Oman,Office Supplies,Online,L,13/01/12,984876525,16/01/12,5705,651.21,524.96
Europe,Serbia,Cereal,Offline,C,23/05/13,846936738,6/7/2013,6256,205.7,117.11
